Food code,Main food description
75206023,"Beans, string, yellow, cooked, from canned, fat added in cooking, NS as to type of fat"
75206030,"Beans, string, yellow, cooked, NS as to form, made with oil"
75206031,"Beans, string, yellow, cooked, NS as to form, made with butter"
75206032,"Beans, string, yellow, cooked, NS as to form, made with margarine"
75206033,"Beans, string, yellow, cooked, from fresh, made with oil"
75206034,"Beans, string, yellow, cooked, from fresh, made with butter"
75206035,"Beans, string, yellow, cooked, from fresh, made with margarine"
75206036,"Beans, string, yellow, cooked, from frozen, made with oil"
75206037,"Beans, string, yellow, cooked, from frozen, made with butter"
75206038,"Beans, string, yellow, cooked, from frozen, made with margarine"
75206039,"Beans, string, yellow, cooked, from canned, made with oil"
75206040,"Beans, string, yellow, cooked, from canned, made with butter"
75206041,"Beans, string, yellow, cooked, from canned, made with margarine"
75207000,"Bean sprouts, cooked, NS as to form, NS as to fat added in cooking"
75207001,"Bean sprouts, cooked, from fresh, NS as to fat added in cooking"
75207003,"Bean sprouts, cooked, from canned, NS as to fat added in cooking"
75207010,"Bean sprouts, cooked, NS as to form, fat not added in cooking"
75207011,"Bean sprouts, cooked, from fresh, fat not added in cooking"
75207013,"Bean sprouts, cooked, from canned, fat not added in cooking"
75207020,"Bean sprouts, cooked, NS as to form, fat added in cooking"
75207021,"Bean sprouts, cooked, from fresh, fat added in cooking"
75207023,"Bean sprouts, cooked, from canned, fat added in cooking"
75208000,"Beets, cooked, NS as to form, NS as to fat added in cooking"
75208001,"Beets, cooked, from fresh, NS as to fat added in cooking"
75208002,"Beets, cooked, from frozen, NS as to fat added in cooking"
75208003,"Beets, cooked, from canned, NS as to fat added in cooking"
75208010,"Beets, cooked, NS as to form, fat not added in cooking"
75208011,"Beets, cooked, from fresh, fat not added in cooking"
75208012,"Beets, cooked, from frozen, fat not added in cooking"
75208013,"Beets, cooked, from canned, fat not added in cooking"
75208020,"Beets, cooked, NS as to form, fat added in cooking, NS as to type of fat"
75208021,"Beets, cooked, from fresh, fat added in cooking, NS as to type of fat"
75208022,"Beets, cooked, from frozen, fat added in cooking, NS as to type of fat"
75208023,"Beets, cooked, from canned, fat added in cooking, NS as to type of fat"
75208100,"Beets, canned, low sodium, NS as to fat added in cooking"
75208110,"Beets, canned, low sodium, fat not added in cooking"
75208111,"Beets, canned, low sodium, made with oil"
75208112,"Beets, canned, low sodium, made with butter"
75208113,"Beets, canned, low sodium, made with margarine"
75208120,"Beets, canned, low sodium, fat added in cooking, NS as to type of fat"
75208121,"Beets, cooked, NS as to form, made with oil"
75208122,"Beets, cooked, NS as to form, made with butter"
75208123,"Beets, cooked, NS as to form, made with margarine"
75208124,"Beets, cooked, from fresh, made with oil"
75208125,"Beets, cooked, from fresh, made with butter"
75208126,"Beets, cooked, from fresh, made with margarine"
75208127,"Beets, cooked, from frozen, made with oil"
75208128,"Beets, cooked, from frozen, made with butter"
75208129,"Beets, cooked, from frozen, made with margarine"
75208130,"Beets, cooked, from canned, made with oil"
75208131,"Beets, cooked, from canned, made with butter"
75208132,"Beets, cooked, from canned, made with margarine"
75208290,"Bitter melon, cooked, NS as to fat added in cooking"
75208300,"Bitter melon, cooked, fat not added in cooking"
75208310,"Bitter melon, cooked, fat added in cooking"
75208499,"Breadfruit, cooked, NS as to fat added in cooking"
75208500,"Breadfruit, cooked, fat not added in cooking"
75208501,"Breadfruit, cooked, fat added in cooking"
75208520,"Breadfruit, fried"
75208700,"Broccoflower, cooked, NS as to fat added in cooking"
75208710,"Broccoflower, cooked, fat not added in cooking"
75208720,"Broccoflower, cooked, fat added in cooking, NS as to type of fat"
75208730,"Broccoflower, cooked, made with oil"
75208740,"Broccoflower, cooked, made with butter"
75208750,"Broccoflower, cooked, made with margarine"
75209000,"Brussels sprouts, cooked, NS as to form, NS as to fat added in cooking"
75209001,"Brussels sprouts, cooked, from fresh, NS as to fat added in cooking"
75209002,"Brussels sprouts, cooked, from frozen, NS as to fat added in cooking"
75209010,"Brussels sprouts, cooked, NS as to form, fat not added in cooking"
75209011,"Brussels sprouts, cooked, from fresh, fat not added in cooking"
75209012,"Brussels sprouts, cooked, from frozen, fat not added in cooking"
75209020,"Brussels sprouts, cooked, NS as to form, fat added in cooking, NS as to type of fat"
75209021,"Brussels sprouts, cooked, from fresh, fat added in cooking, NS as to type of fat"
75209022,"Brussels sprouts, cooked, from frozen, fat added in cooking, NS as to type of fat"
75209030,"Brussels sprouts, cooked, NS as to form, made with oil"
75209031,"Brussels sprouts, cooked, NS as to form, made with butter"
75209032,"Brussels sprouts, cooked, NS as to form, made with margarine"
75209040,"Brussels sprouts, cooked, from fresh, made with oil"
75209041,"Brussels sprouts, cooked, from fresh, made with butter"
75209042,"Brussels sprouts, cooked, from fresh, made with margarine"
75209050,"Brussels sprouts, cooked, from frozen, made with oil"
75209051,"Brussels sprouts, cooked, from frozen, made with butter"
75209052,"Brussels sprouts, cooked, from frozen, made with margarine"
75209499,"Burdock, cooked, NS as to fat added in cooking"
75209500,"Burdock, cooked, fat not added in cooking"
75209501,"Burdock, cooked, fat added in cooking"
75210000,"Cabbage, Chinese, cooked, NS as to fat added in cooking"
75210010,"Cabbage, Chinese, cooked, fat not added in cooking"
75210020,"Cabbage, Chinese, cooked, fat added in cooking, NS as to type of fat"
75210021,"Cabbage, Chinese, cooked, made with oil"
75210022,"Cabbage, Chinese, cooked, made with butter"
75210023,"Cabbage, Chinese, cooked, made with margarine"
75211010,"Cabbage, green, cooked, NS as to fat added in cooking"
75211020,"Cabbage, green, cooked, fat not added in cooking"
75211030,"Cabbage, green, cooked, fat added in cooking, NS as to type of fat"
75211031,"Cabbage, green, cooked, made with oil"
75211032,"Cabbage, green, cooked, made with butter"
75211033,"Cabbage, green, cooked, made with margarine"
75212000,"Cabbage, red, cooked, NS as to fat added in cooking"
75212010,"Cabbage, red, cooked, fat not added in cooking"
75212020,"Cabbage, red, cooked, fat added in cooking, NS as to type of fat"
75212021,"Cabbage, red, cooked, made with oil"
75212022,"Cabbage, red, cooked, made with butter"
75212023,"Cabbage, red, cooked, made with margarine"
75213000,"Cabbage, savoy, cooked, NS as to fat added in cooking"
75213010,"Cabbage, savoy, cooked, fat not added in cooking"
75213020,"Cabbage, savoy, cooked, fat added in cooking, NS as to type of fat"
75213021,"Cabbage, savoy, cooked, made with oil"
75213022,"Cabbage, savoy, cooked, made with butter"
75213023,"Cabbage, savoy, cooked, made with margarine"
75213100,"Cactus, cooked, NS as to fat added in cooking"
75213110,"Cactus, cooked, fat not added in cooking"
75213120,"Cactus, cooked, fat added in cooking, NS as to type of fat"
75213121,"Cactus, cooked, made with oil"
75213122,"Cactus, cooked, made with butter"
75213123,"Cactus, cooked, made with margarine"
75214000,"Cauliflower, cooked, NS as to form, NS as to fat added in cooking"
75214001,"Cauliflower, cooked, from fresh, NS as to fat added in cooking"
75214002,"Cauliflower, cooked, from frozen, NS as to fat added in cooking"
75214003,"Cauliflower, cooked, from canned, NS as to fat added in cooking"
75214010,"Cauliflower, cooked, NS as to form, fat not added in cooking"
75214011,"Cauliflower, cooked, from fresh, fat not added in cooking"
75214012,"Cauliflower, cooked, from frozen, fat not added in cooking"
75214013,"Cauliflower, cooked, from canned, fat not added in cooking"
75214020,"Cauliflower, cooked, NS as to form, fat added in cooking, NS as to type of fat"
75214021,"Cauliflower, cooked, from fresh, fat added in cooking, NS as to type of fat"
75214022,"Cauliflower, cooked, from frozen, fat added in cooking, NS as to type of fat"
75214023,"Cauliflower, cooked, from canned, fat added in cooking, NS as to type of fat"
75214024,"Cauliflower, cooked, NS as to form, made with oil"
75214025,"Cauliflower, cooked, NS as to form, made with butter"
75214026,"Cauliflower, cooked, NS as to form, made with margarine"
75214027,"Cauliflower, cooked, from fresh, made with oil"
75214028,"Cauliflower, cooked, from fresh, made with butter"
75214029,"Cauliflower, cooked, from fresh, made with margarine"
75214030,"Cauliflower, cooked, from frozen, made with oil"
75214031,"Cauliflower, cooked, from frozen, made with butter"
75214032,"Cauliflower, cooked, from frozen, made with margarine"
75214033,"Cauliflower, cooked, from canned, made with oil"
75214034,"Cauliflower, cooked, from canned, made with butter"
75214035,"Cauliflower, cooked, from canned, made with margarine"
75215000,"Celery, cooked, NS as to fat added in cooking"
75215010,"Celery, cooked, fat not added in cooking"
75215020,"Celery, cooked, fat added in cooking, NS as to type of fat"
75215030,"Celery, cooked, made with oil"
75215040,"Celery, cooked, made with butter"
75215050,"Celery, cooked, made with margarine"
75215100,"Fennel bulb, cooked, NS as to fat added in cooking"
75215110,"Fennel bulb, cooked, fat not added in cooking"
75215120,"Fennel bulb, cooked, fat added in cooking, NS as to type of fat"
75215121,"Fennel bulb, cooked, made with oil"
75215122,"Fennel bulb, cooked, made with butter"
75215123,"Fennel bulb, cooked, made with margarine"
75215509,"Christophine, cooked, NS as to fat added in cooking"
75215510,"Christophine, cooked, fat not added in cooking"
75215511,"Christophine, cooked, fat added in cooking"
75216000,"Corn, cooked, NS as to form, NS as to color, NS as to fat added in cooking"
75216001,"Corn, cooked, from fresh, NS as to color, NS as to fat added in cooking"
75216002,"Corn, cooked, from frozen, NS as to color, NS as to fat added in cooking"
75216003,"Corn, cooked, from canned, NS as to color, NS as to fat added in cooking"
75216010,"Corn, cooked, NS as to form, NS as to color, fat not added in cooking"
75216011,"Corn, cooked, from fresh, NS as to color, fat not added in cooking"
75216012,"Corn, cooked, from frozen, NS as to color, fat not added in cooking"
75216013,"Corn, cooked, from canned, NS as to color, fat not added in cooking"
75216020,"Corn, cooked, NS as to form, NS as to color, fat added in cooking, NS as to type of fat"
75216021,"Corn, cooked, from fresh, NS as to color, fat added in cooking, NS as to type of fat"
75216022,"Corn, cooked, from frozen, NS as to color, fat added in cooking, NS as to type of fat"
75216023,"Corn, cooked, from canned, NS as to color, fat added in cooking, NS as to type of fat"
75216024,"Corn, cooked, NS as to form, NS as to color, made with oil"
75216025,"Corn, cooked, NS as to form, NS as to color, made with butter"
75216026,"Corn, cooked, NS as to form, NS as to color, made with margarine"
75216027,"Corn, cooked, from fresh, NS as to color, made with oil"
75216028,"Corn, cooked, from fresh, NS as to color, made with butter"
75216029,"Corn, cooked, from fresh, NS as to color, made with margarine"
75216031,"Corn, cooked, from frozen, NS as to color, made with oil"
75216032,"Corn, cooked, from frozen, NS as to color, made with butter"
75216033,"Corn, cooked, from frozen, NS as to color, made with margarine"
75216034,"Corn, cooked, from canned, NS as to color, made with oil"
75216035,"Corn, cooked, from canned, NS as to color, made with butter"
75216036,"Corn, cooked, from canned, NS as to color, made with margarine"
75216050,"Corn, NS as to form, NS as to color, cream style"
75216053,"Corn, from canned, NS as to color, cream style"
75216070,"Corn, dried, cooked"
75216100,"Corn, yellow, cooked, NS as to form, NS as to fat added in cooking"
75216101,"Corn, yellow, cooked, from fresh, NS as to fat added in cooking"
75216102,"Corn, yellow, cooked, from frozen, NS as to fat added in cooking"
75216103,"Corn, yellow, cooked, from canned, NS as to fat added in cooking"
75216110,"Corn, yellow, cooked, NS as to form, fat not added in cooking"
75216111,"Corn, yellow, cooked, from fresh, fat not added in cooking"
75216112,"Corn, yellow, cooked, from frozen, fat not added in cooking"
75216113,"Corn, yellow, cooked, from canned, fat not added in cooking"
75216120,"Corn, yellow, cooked, NS as to form, fat added in cooking, NS as to type of fat"
75216121,"Corn, yellow, cooked, from fresh, fat added in cooking, NS as to type of fat"
75216122,"Corn, yellow, cooked, from frozen, fat added in cooking, NS as to type of fat"
75216123,"Corn, yellow, cooked, from canned, fat added in cooking, NS as to type of fat"
75216131,"Corn, yellow, cooked, NS as to form, made with oil"
75216132,"Corn, yellow, cooked, NS as to form, made with butter"
75216133,"Corn, yellow, cooked, NS as to form, made with margarine"
75216134,"Corn, yellow, cooked, from fresh, made with oil"
75216135,"Corn, yellow, cooked, from fresh, made with butter"
75216136,"Corn, yellow, cooked, from fresh, made with margarine"
75216137,"Corn, yellow, cooked, from frozen, made with oil"
75216138,"Corn, yellow, cooked, from frozen, made with butter"
75216139,"Corn, yellow, cooked, from frozen, made with margarine"
75216141,"Corn, yellow, cooked, from canned, made with oil"
75216142,"Corn, yellow, cooked, from canned, made with butter"
75216143,"Corn, yellow, cooked, from canned, made with margarine"
75216150,"Corn, yellow, NS as to form, cream style"
75216153,"Corn, yellow, from canned, cream style"
75216160,"Corn, yellow and white, cooked, NS as to form, NS as to fat added in cooking"
75216161,"Corn, yellow and white, cooked, from fresh, NS as to fat added in cooking"
75216162,"Corn, yellow and white, cooked, from frozen, NS as to fat added in cooking"
75216163,"Corn, yellow and white, cooked, from canned, NS as to fat added in cooking"
75216170,"Corn, yellow and white, cooked, NS as to form, fat not added in cooking"
75216171,"Corn, yellow and white, cooked, from fresh, fat not added in cooking"
75216172,"Corn, yellow and white, cooked, from frozen, fat not added in cooking"
75216173,"Corn, yellow and white, cooked, from canned, fat not added in cooking"
75216174,"Corn, yellow and white, cooked, NS as to form, made with oil"
75216175,"Corn, yellow and white, cooked, NS as to form, made with butter"
75216176,"Corn, yellow and white, cooked, NS as to form, made with margarine"
75216177,"Corn, yellow and white, cooked, from fresh, made with oil"
75216178,"Corn, yellow and white, cooked, from fresh, made with butter"
75216179,"Corn, yellow and white, cooked, from fresh, made with margarine"
75216180,"Corn, yellow and white, cooked, NS as to form, fat added in cooking, NS as to type of fat"
75216181,"Corn, yellow and white, cooked, from fresh, fat added in cooking, NS as to type of fat"
75216182,"Corn, yellow and white, cooked, from frozen, fat added in cooking, NS as to type of fat"
75216183,"Corn, yellow and white, cooked, from canned, fat added in cooking, NS as to type of fat"
75216184,"Corn, yellow and white, cooked, from frozen, made with oil"
75216185,"Corn, yellow and white, cooked, from frozen, made with butter"
75216186,"Corn, yellow and white, cooked, from frozen, made with margarine"
75216187,"Corn, yellow and white, cooked, from canned, made with oil"
75216188,"Corn, yellow and white, cooked, from canned, made with butter"
75216189,"Corn, yellow and white, cooked, from canned, made with margarine"
75216190,"Corn, yellow, NS as to form, cream style, fat added in cooking"
75216193,"Corn, yellow, from canned, cream style, fat added in cooking"
75216200,"Corn, white, cooked, NS as to form, NS as to fat added in cooking"
75216201,"Corn, white, cooked, from fresh, NS as to fat added in cooking"
75216202,"Corn, white, cooked, from frozen, NS as to fat added in cooking"
75216203,"Corn, white, cooked, from canned, NS as to fat added in cooking"
75216210,"Corn, white, cooked, NS as to form, fat not added in cooking"
75216211,"Corn, white, cooked, from fresh, fat not added in cooking"
75216212,"Corn, white, cooked, from frozen, fat not added in cooking"
75216213,"Corn, white, cooked, from canned, fat not added in cooking"
75216220,"Corn, white, cooked, NS as to form, fat added in cooking, NS as to type of fat"
75216221,"Corn, white, cooked, from fresh, fat added in cooking, NS as to type of fat"
75216222,"Corn, white, cooked, from frozen, fat added in cooking, NS as to type of fat"
75216223,"Corn, white, cooked, from canned, fat added in cooking, NS as to type of fat"
75216224,"Corn, white, cooked, NS as to form, made with oil"
75216225,"Corn, white, cooked, NS as to form, made with butter"
75216226,"Corn, white, cooked, NS as to form, made with margarine"
75216227,"Corn, white, cooked, from fresh, made with oil"
75216228,"Corn, white, cooked, from fresh, made with butter"
75216229,"Corn, white, cooked, from fresh, made with margarine"
75216232,"Corn, white, cooked, from frozen, made with oil"
75216233,"Corn, white, cooked, from frozen, made with butter"
75216234,"Corn, white, cooked, from frozen, made with margarine"
75216235,"Corn, white, cooked, from canned, made with oil"
75216236,"Corn, white, cooked, from canned, made with butter"
75216237,"Corn, white, cooked, from canned, made with margarine"
75216250,"Corn, white, NS as to form, cream style"
75216253,"Corn, white, from canned, cream style"
75216300,"Corn, yellow, canned, low sodium, NS as to fat added in cooking"
75216310,"Corn, yellow, canned, low sodium, fat not added in cooking"
75216320,"Corn, yellow, canned, low sodium, fat added in cooking, NS as to type of fat"
75216321,"Corn, yellow, canned, low sodium, made with oil"
75216322,"Corn, yellow, canned, low sodium, made with butter"
75216323,"Corn, yellow, canned, low sodium, made with margarine"
75216700,"Cucumber, cooked, NS as to fat added in cooking"
75216710,"Cucumber, cooked, fat not added in cooking"
75216720,"Cucumber, cooked, fat added in cooking, NS as to type of fat"
75216721,"Cucumber, cooked, made with oil"
75216722,"Cucumber, cooked, made with butter"
75216723,"Cucumber, cooked, made with margarine"
75217000,"Eggplant, cooked, NS as to fat added in cooking"
75217010,"Eggplant, cooked, fat not added in cooking"
75217020,"Eggplant, cooked, fat added in cooking, NS as to type of fat"
75217021,"Eggplant, cooked, made with oil"
75217022,"Eggplant, cooked, made with butter"
75217023,"Eggplant, cooked, made with margarine"
75217299,"Flowers or blossoms of sesbania, squash, or lily, NS as to fat added in cooking"
75217300,"Flowers or blossoms of sesbania, squash, or lily, fat not added in cooking"
75217301,"Flowers or blossoms of sesbania, squash, or lily, fat added in cooking"
75217400,"Garlic, cooked"
75217490,"Hominy, cooked, NS as to fat added in cooking"
75217500,"Hominy, cooked, fat not added in cooking"
75217520,"Hominy, cooked, fat added in cooking"
75218009,"Kohlrabi, cooked, NS as to fat added in cooking"
75218010,"Kohlrabi, cooked, fat not added in cooking"
75218011,"Kohlrabi, cooked, fat added in cooking"
75218400,"Leek, cooked, NS as to fat added in cooking"
75218499,"Lotus root, cooked, NS as to fat added in cooking"
75218500,"Lotus root, cooked, fat not added in cooking"
75218501,"Lotus root, cooked, fat added in cooking"
75219000,"Mushrooms, cooked, NS as to form, NS as to fat added in cooking"
75219001,"Mushrooms, cooked, from fresh, NS as to fat added in cooking"
75219002,"Mushrooms, cooked, from frozen, NS as to fat added in cooking"
75219003,"Mushrooms, cooked, from canned, NS as to fat added in cooking"
75219010,"Mushrooms, cooked, NS as to form, fat not added in cooking"
75219011,"Mushrooms, cooked, from fresh, fat not added in cooking"
75219012,"Mushrooms, cooked, from frozen, fat not added in cooking"
75219013,"Mushrooms, cooked, from canned, fat not added in cooking"
75219020,"Mushrooms, cooked, NS as to form, fat added in cooking, NS asa to type of fat"
75219021,"Mushrooms, cooked, from fresh, fat added in cooking, NS as to type of fat"
75219022,"Mushrooms, cooked, from frozen, fat added in cooking, NS as to type of fat"
75219023,"Mushrooms, cooked, from canned, fat added in cooking, NS as to type of fat"
75219030,"Mushrooms, cooked, NS as to form, made with oil"
75219031,"Mushrooms, cooked, NS as to form, made with butter"
75219032,"Mushrooms, cooked, NS as to form, made with margarine"
75219033,"Mushrooms, cooked, from fresh, made with oil"
75219034,"Mushrooms, cooked, from fresh, made with butter"
75219035,"Mushrooms, cooked, from fresh, made with margarine"
75219036,"Mushrooms, cooked, from frozen, made with oil"
75219037,"Mushrooms, cooked, from frozen, made with butter"
75219038,"Mushrooms, cooked, from frozen, made with margarine"
75219039,"Mushrooms, cooked, from canned, made with oil"
75219040,"Mushrooms, cooked, from canned, made with butter"
75219041,"Mushrooms, cooked, from canned, made with margarine"
75219100,"Mushroom, Asian, cooked, from dried"
75220000,"Okra, cooked, NS as to form, NS as to fat added in cooking"
75220001,"Okra, cooked, from fresh, NS as to fat added in cooking"
75220002,"Okra, cooked, from frozen, NS as to fat added in cooking"
75220003,"Okra, cooked, from canned, NS as to fat added in cooking"
75220010,"Okra, cooked, NS as to form, fat not added in cooking"
75220011,"Okra, cooked, from fresh, fat not added in cooking"
75220012,"Okra, cooked, from frozen, fat not added in cooking"
75220013,"Okra, cooked, from canned, fat not added in cooking"
75220020,"Okra, cooked, NS as to form, fat added in cooking, NS as to type of fat"
75220021,"Okra, cooked, from fresh, fat added in cooking, NS as to type of fat"
75220022,"Okra, cooked, from frozen, fat added in cooking, NS as to type of fat"
75220023,"Okra, cooked, from canned, fat added in cooking, NS as to type of fat"
75220024,"Okra, cooked, NS as to form, made with oil"
75220025,"Okra, cooked, NS as to form, made with butter"
75220026,"Okra, cooked, NS as to form, made with margarine"
75220027,"Okra, cooked, from fresh, made with oil"
75220028,"Okra, cooked, from fresh, made with butter"
75220029,"Okra, cooked, from fresh, made with margarine"
75220031,"Okra, cooked, from frozen, made with oil"
75220032,"Okra, cooked, from frozen, made with butter"
75220033,"Okra, cooked, from frozen, made with margarine"
75220034,"Okra, cooked, from canned, made with oil"
75220035,"Okra, cooked, from canned, made with butter"
75220036,"Okra, cooked, from canned, made with margarine"
75220049,"Lettuce, cooked, NS as to fat added in cooking"
75220050,"Lettuce, cooked, fat not added in cooking"
75220051,"Lettuce, cooked, fat added in cooking"
75220099,"Luffa (Chinese okra), cooked, NS as to fat added in cooking"
75220100,"Luffa (Chinese okra), cooked, fat not added in cooking"
75220101,"Luffa (Chinese okra), cooked, fat added in cooking"
75221000,"Onions, cooked, NS as to form, NS as to fat added in cooking"
75221001,"Onions, cooked, from fresh, NS as to fat added in cooking"
75221002,"Onions, cooked, from frozen, NS as to fat added in cooking"
75221010,"Onions, cooked, NS as to form, fat not added in cooking"
75221011,"Onions, cooked, from fresh, fat not added in cooking"
75221012,"Onions, cooked, from frozen, fat not added in cooking"
75221014,"Onions, cooked, NS as to form, made with oil"
75221015,"Onions, cooked, NS as to form, made with butter"
75221016,"Onions, cooked, NS as to form, made with margarine"
75221017,"Onions, cooked, from fresh, made with oil"
75221018,"Onions, cooked, from fresh, made with butter"
75221019,"Onions, cooked, from fresh, made with margarine"
75221020,"Onions, cooked, NS as to form, fat added in cooking, NS as to type of fat"
75221021,"Onions, cooked, from fresh, fat added in cooking, NS as to type of fat"
75221022,"Onions, cooked, from frozen, fat added in cooking, NS as to type of fat"
75221023,"Onions, cooked, from frozen, made with oil"
75221024,"Onions, cooked, from frozen, made with butter"
75221025,"Onions, cooked, from frozen, made with margarine"
75221030,"Onions, pearl, cooked, NS as to form"
75221031,"Onions, pearl, cooked, from fresh"
75221032,"Onions, pearl, cooked, from frozen"
75221033,"Onions, pearl, cooked, from canned"
75221040,"Onions, green, cooked, NS as to form, NS as to fat added in cooking"
75221041,"Onions, green, cooked, from fresh, NS as to fat added in cooking"
75221050,"Onions, green, cooked, NS as to form, fat not added in cooking"
75221051,"Onions, green, cooked, from fresh, fat not added in cooking"
75221060,"Onions, green, cooked, NS as to form, fat added in cooking"
75221061,"Onions, green, cooked, from fresh, fat added in cooking"
75221160,"Palm hearts, cooked (assume fat not added in cooking)"
75222000,"Parsnips, cooked, NS as to fat added in cooking"
75222010,"Parsnips, cooked, fat not added in cooking"
75222020,"Parsnips, cooked, fat added in cooking, NS as to type of fat"
75222021,"Parsnips, cooked, made with oil"
75222022,"Parsnips, cooked, made with butter"
75222023,"Parsnips, cooked, made with margarine"
75223000,"Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, NS as to form, NS as to fat added in cooking"
75223001,"Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from fresh, NS as to fat added in cooking"
75223002,"Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from frozen, NS as to fat added in cooking"
75223003,"Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from canned, NS as to fat added in cooking"
75223010,"Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, NS as to form, fat not added in cooking"
75223011,"Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from fresh, fat not added in cooking"
75223012,"Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from frozen, fat not added in cooking"
75223013,"Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from canned, fat not added in cooking"
75223020,"Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, NS as to form, fat added in cooking, NS as to type of fat"
75223021,"Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from fresh, fat added in cooking, NS as to type of fat"
75223022,"Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from frozen, fat added in cooking, NS as to type of fat"
75223023,"Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from canned, fat added in cooking, NS as to type of fat"
75223024,"Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, NS as to form, made with oil"
75223025,"Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, NS as to form, made with butter"
75223026,"Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, NS as to form, made with margarine"
75223027,"Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from fresh, made with oil"
75223028,"Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from fresh, made with butter"
75223029,"Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from fresh, made with margarine"
75223030,"Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from frozen, made with oil"
75223031,"Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from frozen, made with butter"
75223032,"Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from frozen, made with margarine"
75223033,"Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from canned, made with oil"
75223034,"Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from canned, made with butter"
75223035,"Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from canned, made with margarine"
75224010,"Peas, green, cooked, NS as to form, NS as to fat added in cooking"
75224011,"Peas, green, cooked, from fresh, NS as to fat added in cooking"
75224012,"Peas, green, cooked, from frozen, NS as to fat added in cooking"
75224013,"Peas, green, cooked, from canned, NS as to fat added in cooking"
75224020,"Peas, green, cooked, NS as to form, fat not added in cooking"
75224021,"Peas, green, cooked, from fresh, fat not added in cooking"
75224022,"Peas, green, cooked, from frozen, fat not added in cooking"
75224023,"Peas, green, cooked, from canned, fat not added in cooking"
75224030,"Peas, green, cooked, NS as to form, fat added in cooking, NS as to type of fat"
75224031,"Peas, green, cooked, from fresh, fat added in cooking, NS as to type of fat"
75224032,"Peas, green, cooked, from frozen, fat added in cooking, NS as to type of fat"
75224033,"Peas, green, cooked, from canned, fat added in cooking, NS as to type of fat"
75224040,"Peas, green, cooked, NS as to form, made with oil"
75224041,"Peas, green, cooked, NS as to form, made with butter"
75224042,"Peas, green, cooked, NS as to form, made with margarine"
75224043,"Peas, green, cooked, from fresh, made with oil"
75224044,"Peas, green, cooked, from fresh, made with butter"
75224045,"Peas, green, cooked, from fresh, made with margarine"
75224046,"Peas, green, cooked, from frozen, made with oil"
75224047,"Peas, green, cooked, from frozen, made with butter"
75224048,"Peas, green, cooked, from frozen, made with margarine"
75224049,"Peas, green, cooked, from canned, made with oil"
75224050,"Peas, green, cooked, from canned, made with butter"
75224051,"Peas, green, cooked, from canned, made with margarine"
75224110,"Peas, green, canned, low sodium, NS as to fat added in cooking"
75224120,"Peas, green, canned, low sodium, fat not added in cooking"
75224130,"Peas, green, canned, low sodium, fat added in cooking, NS as to type of fat"
75224131,"Peas, green, canned, low sodium, made with oil"
75224132,"Peas, green, canned, low sodium, made with butter"
75224133,"Peas, green, canned, low sodium, made with margarine"
75225010,"Pigeon peas, cooked, NS as to form, fat not added in cooking"
75225011,"Pigeon peas, cooked, from fresh, fat not added in cooking"
75225013,"Pigeon peas, cooked, from canned, fat not added in cooking"
75225014,"Pigeon peas, cooked, NS as to form, NS as to fat added in cooking"
75225015,"Pigeon peas, cooked, NS as to form, fat added in cooking"
75225016,"Pigeon peas, cooked, from fresh, NS as to fat added in cooking"
75225017,"Pigeon peas, cooked, from fresh, fat added in cooking"
75225018,"Pigeon peas, cooked, from canned, NS as to fat added in cooking"
75225019,"Pigeon peas, cooked, from canned, fat added in cooking"
75226000,"Peppers, green, cooked, NS as to fat added in cooking"
75226010,"Peppers, green, cooked, fat not added in cooking"
75226020,"Peppers, green, cooked, fat added in cooking, NS as to type of fat"
75226021,"Peppers, green, cooked, made with oil"
75226022,"Peppers, green, cooked, made with butter"
75226023,"Peppers, green, cooked, made with margarine"
75226040,"Peppers, red, cooked, NS as to fat added in cooking"
75226050,"Peppers, red, cooked, fat not added in cooking"
75226060,"Peppers, red, cooked, fat added in cooking, NS as to type of fat"
75226061,"Peppers, red, cooked, made with oil"
75226062,"Peppers, red, cooked, made with butter"
75226063,"Peppers, red, cooked, made with margarine"
